question,ground_truth,prediction,reasoning
Hewan di bawah ini yang mengalami metamorfosis tidak sempurna yaitu …,D,A,"Final Answer: A

Metamorfosis tidak sempurna terjadi pada hewan yang mengalami dua tahap perkembangan, yaitu larva dan dewasa. Contoh dari hewan yang mengalami metamorfosis tidak sempurna adalah kecoak. Kecoa mulai hidup sebagai larva yang mirip dengan lalat, kemudian berubah menjadi pupa sebelum akhirnya menjadi kecoa dewasa."
"Mangga manis berbuah besar memiliki genotype MMBb, gamet untuk genotip tersebut adalah...",C,C,"Final Answer: C

Reasoning: The genotype of the mangga manis berbuah besar is MMBb. This means that it has two dominant alleles for the trait (M) and one recessive allele for the trait (b), but no dominant allele for the size of the fruit (B). To find the gametes, we need to consider the possible combinations of alleles that can be passed on to the offspring. In this case, the mangga can produce gametes with either the dominant allele M or the recessive allele b, but not the dominant allele B for the size of the fruit. Therefore, the possible gametes are MB and Mb."
"Berikut ini cara menghemat listrik, yaitu ....",C,C,"Final Answer: C

Reasoning: 
To save electricity, it's important to turn off appliances when not in use. For instance, if you leave the TV on while going to sleep, you're wasting energy. By turning off the TV when not watching, you can significantly reduce your electricity consumption. The other options like using more lamps, leaving the radio on, or using an oven instead of a gas stove would actually increase your electricity usage."
Contoh hewan yang mengalami metamorfosis sempurna adalah ...,C,C,Final Answer: C
Urutan proses metamorfosis pada kupu-kupu adalah …,D,D,"Final Answer: D

Metamorfosis pada kupu-kupu terjadi dalam beberapa tahap, yaitu:

1. Telur: Kupu-kupu dimulai sebagai telur yang diletakkan oleh betina di permukaan yang cocok untuk perkembangan larva.
2. Ulat: Telur akan berkembang menjadi ulat setelah beberapa hari hingga minggu. Ulat ini akan mulai memakan daun tanaman sebagai sumber makanannya.
3. Kepompong: Setelah mencerna makanannya, ulat akan berubah menjadi kepompong. Di tahap ini, kepompong akan mengalami perubahan besar dalam bentuk tubuhnya dan akan mulai membentuk sayapnya.
4. Kupu-kupu: Setelah kepompong mati, kupu-kupu akan muncul dari dalam kepompong tersebut. Kupu-kupu baru ini akan memasuki tahap dewasa dan siap untuk memulai siklus hidupnya lagi dengan menyerap nectar dari bunga.

Jadi, urutan proses metamorfosis pada kupu-kupu adalah telur, ulat, kepompong, dan akhirnya kupu-kupu."
Tanaman yang ditanam untuk  dijadikan sebagai hiasan pekarangan rumah dinamakan ...,D,D,"Final Answer: D

Reasoning: Tanaman yang ditanam untuk dijadikan sebagai hiasan pekarangan rumah biasanya memiliki bentuk, warna, atau aroma yang menarik dan memperindah lingkungan sekitarnya. Contohnya adalah tanaman anggrek, melati, atau kaktus yang sering digunakan sebagai tanaman hias karena keindahan dan keunikan mereka."
Benda berikut ini yang termasuk isolator panas adalah ....,C,C,"Final Answer: C

Isolator panas adalah benda yang tidak memungkinkan atau mengurangi transfer panas melalui konduksi. Contoh dari isolator panas adalah penggaris plastik karena plastik tidak memiliki sifat konduktif panas yang baik."
Tata surya ialah ....,C,C,Final Answer: C
Benda angkasa pengiring planet disebut ….,C,C,"Final Answer: C

Reasoning: A satellite is a natural or artificial object that orbits around another celestial body. For example, Earth has one natural satellite, which is the Moon. The other options do not fit the description of orbiting a planet. A meteor is a small piece of debris from space that enters Earth's atmosphere and burns up, creating a streak of light. A star is a massive, luminous ball of plasma held together by its own gravity. An asteroid is a small rocky object found in our solar system, mostly located in the asteroid belt between Mars and Jupiter."
"Suatu persilangan dihibrid menghasilkan keturunan F2 dengan rasio F2 dengan rasio fenotipe 9:7. Hal ini menunjukkan adanya penyimpangan semu hukum Mendel, yaitu ....
",C,B,Final Answer: B
" Seorang siswa mengamati tumbuhan dengan ciri-ciri, yaitu berakar tunggang, tidak berbunga sejati, berbiji, berdaun, batang bercabang. Bakal biji terdapat pada strobilus betina dan serbuk sari dalam strobilus jantan. Maka tumbuhan itu dapat digolongkan ke dalam ....",D,D,"Final Answer: D

Reasoning: The given characteristics of the plant include having a root system, not producing true flowers, having seeds, leaves, branching stems, and specific reproductive structures for male and female parts. These features align with the Gymnospermae group, which includes plants like conifers such as pine trees. Gymnospermae plants produce seeds that are not enclosed within an ovary, unlike Angiospermae plants which have seeds enclosed within an ovary."
"Perhatikan fungsi zat makanan berikut ini!
1) Untuk pertumbuhan, perbaikan, dan pemeliharaan sel tubuh
2) Menjaga keseimbangan asam basa
3) Sebagai pelindung alat-alat tubuh
4) Penyusun hormone, enzim, dan zat antibody
5) Penahan rasa lapar karena memperlambat pencernaan
Fungsi lemak terdapat pada nomor ….
",C,B,Final Answer: B
"Seorang perempuan Normal yang ayahnya Buta warna menikah dengan laki laki normal, bagaimana kemungkinan Anak prempuannya…..….
",D,B,Final Answer: B
Fungsi jaringan getah bening atau limfa adalah mengangkut cairan getah bening dari jaringan tubuh ke …,B,C,"Final Answer: C

Reasoning: The lymphatic system is responsible for collecting excess fluid from tissues throughout the body and returning it to the bloodstream. This fluid, called lymph, contains white blood cells that help fight infection. The lymphatic system consists of lymph nodes, vessels, and ducts that work together to filter out harmful substances and waste products. As lymph travels through the lymphatic system, it eventually returns to the bloodstream via the venous system, which includes the heart and veins. Therefore, the correct answer is C, as the lymphatic system transports lymph from the tissues back to the heart and veins."
"Ganggang atau alga dikelompokkan menjadi beberapa filum berdasarkan pigmen dominan yang dikandungnya. Manakah pernyataan di bawah ini yang tepat?
",D,A,"Rhodophyta adalah filum alga merah yang mengandung pigmen fikosantin. Contoh dari Rhodophyta adalah alga rumput laut seperti agar-agar dan alga merah lainnya. Pigmen fikosantin memberikan warna merah pada alga ini.

Phaeophyta adalah filum alga hitam yang mengandung pigmen xantofil. Contoh dari Phaeophyta adalah alga rumput laut seperti alga hijau gelap dan alga hitam lainnya. Pigmen xantofil memberikan warna coklat atau hitam pada alga ini.

Chrysophyta adalah filum alga kuning yang mengandung pigmen fikoeritrin. Contoh dari Chrysophyta adalah alga rumput laut seperti alga kuning dan alga berwarna emas. Pigmen fikoeritrin memberikan warna kuning pada alga ini.

Rhodophyta tidak mengandung pigmen fikoeritrin, melainkan pigmen fikosantin.

Chlorophyta adalah filum alga hijau yang mengandung pigmen karoten. Contoh dari Chlorophyta adalah alga rumput laut seperti alga hijau dan alga berwarna hijau muda. Pigmen karoten memberikan warna hijau pada alga ini.

Jadi, pernyataan yang tepat adalah:

A. Rhodophyta mengandung pigmen fikosantin

Final Answer: A"
Dalam urine orang normal banyak terdapat....,B,B,"Final Answer: B

Urine is the waste product of the body that is excreted through the urinary system. In a normal human, urine contains various substances such as urea, which is a waste product of protein metabolism, and other byproducts of cellular processes. The presence of these substances indicates that the kidneys are functioning properly. For example, if someone has kidney disease, they may have difficulty filtering out waste products, leading to an increase in their concentration in the urine. Therefore, the correct answer is B. Ureum."
Penggunaan herbisida oleh para petani sebenarnya merupakan kegiatan untuk ....,C,C,Final Answer: C
"ASI adalah Air susu ibu yang harus diberikan pada sang anak dari mulai 0 hari sampai usia 2 tahun pada manusia.   ASI memiliki keunggulan dan manfaat dilihat dari segala aspek, kecuali....",D,D,"Final Answer: D. Aspek keindahan

Reasoning: The question asks for the one aspect of ASI that it does not have a benefit in. While ASI provides numerous benefits such as immunological support, nutritional value, economic advantages, and cognitive development, there is no evidence to suggest that ASI has any direct impact on physical appearance or beauty. Therefore, the correct answer is D. Aspek keindahan."
"Pada metagenesis tumbuhan lumut, generasi yang bersifat diploid adalah ....",D,D,"Metagenesis pada tumbuhan lumut melibatkan siklus hidup yang kompleks dengan dua tahap utama: gametofit dan sporofit. Gametofit adalah tahap yang bersifat haploid, sedangkan sporofit adalah tahap yang bersifat diploid.

Dalam metagenesis, generasi yang bersifat diploid adalah sporofit. Sporofit adalah tahap yang lebih besar dan lebih kuat dibandingkan gametofit. Sporofit menghasilkan spora yang kemudian tumbuh menjadi gametofit, yang kembali menghasilkan spora.

Contoh sederhana dari siklus hidup lumut adalah sebagai berikut:

1. Gametofit (haploid) menghasilkan gamet (sperma dan sel telur).
2. Gamet bergabung untuk membentuk zigot (diploid).
3. Zigot berkembang menjadi sporofit (diploid).
4. Sporofit menghasilkan spora.
5. Spora tumbuh menjadi gametofit (haploid), dan siklus dimulai lagi.

Jadi, jawaban yang benar adalah:

Final Answer: D"
"Diketahui beberapa reaksi kimia berikut ini.
i. CH3-CH2-OH → CH2CH2 + H2O
ii. CH3-CO-Cl + NH3→ CH3-CO-NH2 + HCl
iii. CH2=CH2 + HBr → CH3-CH2-Br
Pernyataan yang benar untuk reaksi di atas adalah ….
1. reaksi i merupakan reaksi adisi
2. reaksi iii merupakan reaksi dehidrasi
3. reaksi ii merupakaan reaksi eliminasi
4. reaksi ii merupakan reaksi substitusi",C,A,Final Answer: A
reaksi pembentukan kalium palmitat dari asam palmitat dengan KOH disebut reaksi...,C,A,"Final Answer: A

Reasoning: The reaction between an acid (asam palmitat) and a base (KOH) to form a salt (kalium palmitat) is called saponification. This process is used to produce soap from fats and oils. For example, when olive oil reacts with KOH, it forms sodium oleate (a soap) and glycerol."
"Unsur Xe merupakan golongan gas mulia yang sukar berikatan dengan unsur lain. Namun, seiring berkembangnya teknologi, ternyata dapat dibuat senyawa dari unsur Xe dengan unsur paling elektronegatif F yaitu XeF4. Geometri dan tipe hibridisasi pada molekul XeF4 (NA Xe = 54, F = 9) adalah…",A,A,"To determine the geometry and hybridization of XeF4, we need to consider the number of valence electrons and the arrangement of atoms around the central atom.

Xenon (Xe) has 8 valence electrons, while fluorine (F) has 7 valence electrons. In XeF4, there are 8 + 4(7) = 36 valence electrons. The central xenon atom will form four covalent bonds with the fluorine atoms, using 4 of its valence electrons. This leaves 32 valence electrons to be arranged as lone pairs on the central atom.

The electron pair geometry of XeF4 is tetrahedral, with the four fluorine atoms at the corners of a tetrahedron. However, since there are also lone pairs on the central xenon atom, the molecular geometry is slightly distorted from a perfect tetrahedron.

To determine the hybridization, we can use the formula:

Hybridization = (Valence electrons of central atom - Number of monovalent atoms + Charge on the molecule) / 2

In this case, the central xenon atom has 8 valence electrons, there are 4 monovalent fluorine atoms, and the molecule has no overall charge. Plugging these values into the formula gives us:

Hybridization = (8 - 4 + 0) / 2 = 2

This means that the central xenon atom is sp2 hybridized. However, since there are also lone pairs on the central atom, the actual molecular geometry is slightly distorted from a perfect tetrahedron.

Therefore, the correct answer is:

Final Answer: C"
"Konfigurasi elektron:
X = [Ne] s2 p5
Y = [Ne] s2 p3

Jika unsur X dan Y bersenyawa, bentuk molekul senyawa yang terjadi adalah...",C,C,"To determine the shape of the molecule formed by the elements X and Y, we need to consider their electron configurations and the number of valence electrons they have.

Unsur X memiliki konfigurasi elektron [Ne] s2 p5, yang berarti ia memiliki 17 elektron. Unsur Y memiliki konfigurasi elektron [Ne] s2 p3, yang berarti ia memiliki 11 elektron. Ketika unsur-unsur ini bersenyawa, mereka akan berbagi elektron untuk membentuk ikatan kimia.

Karena unsur X memiliki satu elektron lebih banyak daripada unsur Y, unsur X akan mendapatkan elektron dari unsur Y. Hal ini akan menghasilkan molekul dengan jumlah elektron total 28 (17 + 11).

Sekarang, mari kita hitung jumlah orbital valensi yang terlibat dalam pembentukan molekul:

- Unsur X memiliki 5 elektron pada orbital p, dan unsur Y memiliki 3 elektron pada orbital p.
- Jadi, secara total, ada 8 elektron pada orbital p.

Karena jumlah elektron pada orbital p adalah genap, molekul yang terbentuk akan memiliki bentuk yang stabil. Bentuk molekul yang stabil dengan 8 elektron pada orbital p adalah bentuk piramida segitiga.

Oleh karena itu, jawaban akhirnya adalah:

Final Answer: C"
"Hidrolisis suatu makromolekul menghasilkan senyawa yang mempunyai gugus amino dan karboksilat. Makromolekul tersebut dapat berfungsi sebagai biokatalis yang mempercepat hidrolisis amilum. Makromolekul tersebut adalah ….
",A,A,"Final Answer: A

Reasoning: The question states that the hidrolisis of a certain macromolecule results in the formation of a molecule containing both amino and carboxyl groups. This indicates that the macromolecule is a protein. Proteins can act as biocatalysts, speeding up chemical reactions. Among the given choices, amilase is an enzyme that catalyzes the breakdown of starch into sugars, which fits the description provided. Therefore, the correct answer is A. amilase."
"Proses atau reaksi O (g) → O^-2 (g) melibatkan energi atomisasi dan afinitas elektron.
SEBAB
Pada proses tersebut gas oksigen teratomisasi terlebih dahulu dan kemudian menangkap 2 elektron.
",A,A,Final Answer: A
"logam alkali tanah berikut yg dapat bereaksi dengan air dingin adalah .
1. barium
2. stronsium
3. kalsium
4. magnesium ",A,A,"Logam alkali tanah adalah logam yang terletak di bagian bawah tabel periodik dan memiliki sifat kimia yang sangat reaktif. Mereka cenderung bereaksi dengan air dingin untuk membentuk hidroksida dan melepaskan gas hidrogen.

Mari kita lihat setiap pilihan:

1. Barium (Ba): Barium adalah logam alkali tanah yang sangat reaktif dan dapat bereaksi dengan air dingin.
2. Strontium (Sr): Strontium juga merupakan logam alkali tanah yang cukup reaktif tetapi tidak seaktif barium dalam bereaksi dengan air dingin.
3. Kalsium (Ca): Kalsium adalah logam alkali tanah yang kurang reaktif dibandingkan barium dan strontium dan biasanya tidak bereaksi dengan air dingin.
4. Magnesium (Mg): Magnesium bukanlah logam alkali tanah melainkan logam transisi dan tidak bereaksi dengan air dingin.

Jadi, jawaban yang benar adalah:

Final Answer: A. Jika (1), (2), dan (3) benar"
Suatu oksida logam bervalensi dua mengandung 80% unsur logam tersebut. Jika Ar O adalah 16 maka massa atom relatif dari logam itu adalah…,C,A,"To solve this problem, we need to find the mass of the oxide and the mass of the element in it. We know that the oxide contains 80% of the element's mass.

Let's assume the mass of the element is x grams. Then, the mass of the oxide will be 1.6x grams (since Ar O = 16).

Now, we can set up an equation:

0.8 * 1.6x = x

Simplifying the equation:

1.28x = x

Dividing both sides by x:

1.28 = 1

This means that the mass of the element is equal to the mass of the oxide, which is not possible. Therefore, there must be an error in the given information.

However, if we assume that the mass of the element is 1 gram, then the mass of the oxide would be 1.6 grams. In this case, the mass of the element would be 0.8 grams, which is 80% of the mass of the oxide.

So, the mass of the element is 1 gram, and the mass of the oxide is 1.6 grams. The mass of the element is 80% of the mass of the oxide, which matches the given information.

Therefore, the final answer is:

Final Answer: A"
"Sukrosa (Mr  = 342) merupakan hasil kondenasi dari glukosa (Mr = 180) dan fruktosa (Mr = 180) dengan melepaskan satu molekul H2O. Jika 17,1 g sukrosa teroksidasi sempurna di dalam proses katabolisme, maka massa CO2 (Mr = 44) yang terjadi adalah...",D,D,"First, we need to find the number of moles of sucrose in 17.1 g. The molar mass of sucrose is 342 g/mol.

Number of moles of sucrose = mass / molar mass = 17.1 g / 342 g/mol = 0.05 mol

Now, let's consider the combustion reaction of sucrose:

C12H22O11 + 11O2 → 12CO2 + 11H2O

From the balanced equation, we can see that 1 mole of sucrose produces 12 moles of CO2. So, 0.05 mol of sucrose will produce:

0.05 mol × 12 mol CO2/mol = 0.6 mol CO2

Now, let's find the mass of CO2 produced:

Mass of CO2 = number of moles × molar mass = 0.6 mol × 44 g/mol = 26.4 g

So, the correct answer is:

Final Answer: D"
"SNMPTN 2012
Paduan logam yang terdiri atas 80% Zn (Ar = 65) dan 20% Cu (Ar = 63,5) habis bereaksi dengan HCl menghasilkan 2,24 L gas H2 pada STP. Massa paduan logam yang bereaksi adalah ….",D,,"To solve this problem, we need to determine the mass of the paduan logam that reacted with HCl. We can do this by calculating the moles of H2 produced and then using stoichiometry to find the mass of the paduan logam.

First, let's calculate the moles of H2 produced:

At STP, 1 mole of any gas occupies 22.4 L. So, 2.24 L of H2 corresponds to:

moles of H2 = volume / molar volume
moles of H2 = 2.24 L / 22.4 L/mol
moles of H2 = 0.1 mol

Now, let's consider the balanced chemical equation for the reaction between the paduan logam and HCl:

Zn + 2HCl → ZnCl2 + H2
Cu + 2HCl → CuCl2 + H2

From the equation, we see that both Zn and Cu react with HCl to produce 1 mole of H2 per mole of metal. Therefore, the moles of Zn and Cu that reacted are equal to the moles of H2 produced.

Next, let's calculate the mass of Zn and Cu that reacted:

mass of Zn = moles of Zn × molar mass of Zn
mass of Zn = 0.1 mol × 65 g/mol
mass of Zn = 6.5 g

mass of Cu = moles of Cu × molar mass of Cu
mass of Cu = 0.1 mol × 63.5 g/mol
mass of Cu = 6.35 g

Finally, let's find the total mass of the paduan logam that reacted:

mass of paduan logam = mass of Zn + mass of Cu
mass of paduan logam = 6.5 g + 6"
Tuladhane pengalaman sing nyenengake yaiku ... .,A,A,"Final Answer: A

Reasoning: The question asks for a pleasant experience. Option A, 'Plesir nang Musium Satwa' means having fun at the zoo, which is generally considered a pleasant activity. The other options involve negative experiences such as being late, not winning a class, or being sad. Therefore, the correct answer is A."
"Bapak pocung cangkeme madhep mandhuwur
Sabamu ing sendhang
Pencokanmu lambung kereng
Prapteng wisma si pocung mutah guwaya
Cangkriman ing ndhuwur batangane ….",B,A,"The given text appears to be a riddle, and we need to identify which of the provided options best fits the description. The riddle describes something that has a father, a mother, and children, but no mouth, ears, or eyes. It also mentions that it has a head and a tail, and that its head is above its tail.

Let's analyze each option:

A. Sepur - A tree does not have a father, mother, or children.
B. Klenthing - A lump of clay does not have a father, mother, or children.
C. Ember - An ember can be seen as having a head (the glowing part) and a tail (the unburned wood), but it doesn't fit the description of having a father, mother, or children.
D. Ember - An ember can be seen as having a head (the glowing part) and a tail (the unburned wood), but it doesn't fit the description of having a father, mother, or children.

Given these considerations, the correct answer is:

Final Answer: C"
Pusakane Adipati karna kang kawentar ampuh yaiku ....,C,A,"Final Answer: A

Reasoning: The question asks for the weapon that the Adipati (a mythical creature) is known to be waiting for. In Hindu mythology, the Adipati is often associated with the Cakra (discus), which is one of the weapons wielded by the god Vishnu. This weapon is considered powerful and divine, making it the most fitting choice among the given options."
Ibu tindhak peken. Basa ngokone yaiku….,C,A,"Reasoning: The sentence 'Ibu tindhak peken' means 'The woman is a peddler.' In Indonesian, 'ibu' means 'mother,' 'tindhak' means 'peddler,' and 'peken' refers to a market or bazaar. Therefore, the correct choice should be related to a mother who sells goods at a market.

Example: If we consider a scenario where a woman sells vegetables at a local market, she would be referred to as 'ibu lungo pasar,' which means 'mother from the market.'

Final Answer: C"
"Wasana cekap semanten anggen kula matur, sanes wekdal kita lajengaken malih. perangan pidato mau diarani ....",D,D,Final Answer: D
"Kang nutupi kabeh awake pitik, yaiku ....",B,A,"Final Answer: A

Reasoning: The word ""pitik"" in Indonesian refers to a type of food made from rice flour, similar to a pancake. The sentence ""Kang nutupi kabeh awake pitik, yaiku..."" means ""He covered all the rice flour pancakes, which were..."" In this context, the answer should be something that can cover or wrap around the rice flour pancakes. Among the given choices, ""pupu"" (which means ""wrap"" or ""cover"") fits best as it describes what could cover the pancakes."
" Ali : “ ….. koe lunga?”
Diki : “Aku lunga saka pasar”
Tembung pitakon sing bener kanggo njangkepi ukoro ing dhuwur iku yaiku …",B,A,"Final Answer: A

Reasoning: The sentence ""Ali: '... koe lunga?'"" suggests that Ali is asking a question about someone's location or origin. In Indonesian, the word ""saka"" means ""from"" or ""of"". Therefore, the correct choice to complete the sentence would be ""Saka ngendi"", which translates to ""From where"". However, since ""Saka ngendi"" is not one of the given choices, the closest option is ""Apa"", which can mean ""What"" or ""Where"" in this context."
"Saben sapada geguritan, dumahi saka siji .....",D,C,"Final Answer: C

Reasoning: The phrase 'Saben sapada geguritan' means 'Each with their own opinion.' This implies that there are different perspectives or ideas being discussed. In this context, 'gagasan pokok' refers to the main idea or central thought that is being debated or discussed among the different opinions."
"Dina senin wingi Sofa dolanan layangan mbi Rudi lan Wawan. Cah telu iku dolanaan layangan ana ing ratan. Saking senenge dolanan, ujug-ujug ana mobil sing lewat banter. Bocah telu iku ameh ketabrak. Nanging sopir mobile untung wae iso mandekake mobile kanthi cepet. Sahingga cah telu iku ora ana sing ketabrak. Bocah telu iku langsung diseneni pak sopire. Dikandani nek dolanan layangan ora oleh nang ratan.

Sapa sing dolanan layangan nang ratan ?",D,D,Final Answer: D
Pundi ingkang kalebet sandhangan swara?,B,B,Final Answer: B
Alokasi anggaran untuk bidang pertahanan dan keamanan tahun ini dirasakan belum memadai bagi Polri untuk memelihara keamanan dan ketertiban masyarakat. Alokasi dalam kalimat tersebut mengandung maksud ....,B,E,"Final Answer: E

Reasoning: The word 'alokasi' means distribution or allocation of resources, usually money or manpower. In this context, it refers to the distribution of funds for the police force. The sentence implies that the allocated funds for the police force are not enough to maintain public safety and order. Therefore, the correct choice should be 'pemenuhan', which means fulfilling or satisfying a need or demand."
Penulisan gabungan kata yang benar terdapat dalam kalimat ...,B,C,"Final Answer: C

Reasoning: In option C, 'serba bisa' is a compound word that means someone who can do many things well. The other options have either grammatical errors or incorrect usage of words. For example, in option A, 'infra merah' should be written as 'inframerah'. In option B, 'Tawuran' should be 'Tawanan'. In option D, 'daripada' should be 'dari'. In option E, 'saat' should be 'saatnya'."
"(1) Di sekolah tersebut mencontek itu “haram” hukumnya. (2) Sekolah tidak dapat mentolerir perbuatan tidak jujur itu. (3) Bagi sekolah, kejujuran adalah suatu nilai yang harus dipegang teguh oleh setiap siswanya. (4) Oleh karena itu, sanksi yang diterapkan oleh sekolah bagi siswa yang mencontek juga sangat keras. (5) Di SMP, jika ada siswa yang ketahuan mencontek saat ulangan, sudah dipastikan tidak akan diterima di SMU. (6) Di SMU, sanksinya lebih keras lagi, yaitu drop-out bagi siswa yang didapati mencontek.

Ide pokok kutipan di atas adalah _______.",A,A,Final Answer: A
"Penggunaan tanda baca titik dua (:) yang benar terdapat pada ______

Pilihan jawaban:

1. Para karyawan mempunyai tuntutan yang keras: direktur mundur atau dimundurkan.
2. Mereka ingin memiliki kebebasan dasar seperti: bebas dari rasa takut dan bebas untuk menentukan jalan hidup.
3. (Yani, 1987: 125—177)
4. Para pejabat Pemda Kalteng mengatakan: relokasi itu sulit dilakukan dalam waktu dekat.",B,A,Final Answer: A
Penggunaan tanda baca yang tidak tepat terdapat pada kalimat _______,A,A,"Final Answer: A

Reasoning: In choice A, the use of the word ""Sehingga"" is unnecessary and does not contribute to the meaning of the sentence. The correct way to express the cause and effect relationship would be to simply say ""Akibat proyek itu, ruas Jalan Raya Bogor tersebut hanya bisa dilalui satu jalur,"" without the additional word ""Sehingga."""
Penulisan kata yang semuanya BENAR terdapat pada _______.,B,B,Final Answer: B
"Indonesia tengah menjajaki kemungkinan kerja sama di bidang bioteknologi dengan beberapa negara, di antaranya, Iran, Korea Selatan, Belanda, serta dengan sejumlah negara ASEAN. Kerja sama tersebut meliputi bidang pertanian, energi, dan kesehatan. <i>""Negara-negara tersebut yang paling berminat untuk bekerja sama dengan peneliti kita,""</i> kata Ketua Konsorsium Bioteknologi Indonesia (KBI), Dr. Ir. Bambang Prasetyo, M.Sc. di sela Konferensi Internasional Bioteknologi di Bogor, Selasa (5/8). Belanda dan Korea Selatan ingin bekerja sama dalam bidang bioteknologi energi. Sementara, Iran tertarik bekerja sama dalam bidang bioteknologi kelautan. ""Untuk bioteknologi bidang nonkelautan mereka sudah menguasai dan sekarang ingin bekerja sama dalam bidang kelautan,"" ujarnya.

Pernyataan berikut tidak sesuai dengan maksud kalimat yang bercetak miring dalam kutipan di atas, KECUALI ...",A,B,Final Answer: B
